employee_id,age,experience_years,education,city,company_size,hours_worked_per_week,certifications,remote_work,performance_rating,salary
18610,44,10,Bachelor,Coimbatore,3630,40,9,No,3.77,1529500
18611,59,23,Bachelor,Hyderabad,1679,51,10,Yes,4.89,2379500
18612,59,21,Bachelor,Kochi,4909,38,10,No,4.57,2385100
18613,21,0,Bachelor,Pune,1637,44,4,Yes,2.65,659300
18614,48,16,Master,Kochi,782,40,9,No,2.29,1817200
18615,35,4,Diploma,Pune,4053,56,8,No,3.85,1112000
18616,47,20,Diploma,Coimbatore,2988,30,9,Yes,3.33,1990200
18617,36,13,Bachelor,Hyderabad,2784,34,8,No,3.62,1786200
18618,38,16,PhD,Coimbatore,3899,56,9,No,2.72,2072300
18619,26,5,Master,Mumbai,4856,36,3,No,4.18,1278800
18620,25,0,Master,Hyderabad,3870,46,5,Yes,2.12,758200
18621,45,13,Bachelor,Hyderabad,4268,59,9,No,2.78,1806400
18622,45,9,Bachelor,Pune,3453,48,2,Yes,3.57,1415300
18623,53,21,Bachelor,Delhi,3173,48,8,No,4.51,2316900
18624,32,6,Bachelor,Delhi,4817,58,8,Yes,3.48,1225900
18625,39,11,Bachelor,Delhi,1976,51,7,No,4.8,1606400
18626,58,20,Bachelor,Coimbatore,2450,35,10,Yes,3.24,2121400
18627,23,2,Bachelor,Hyderabad,2703,45,10,No,2.49,904300
18628,29,7,Bachelor,Kochi,4088,47,9,No,4.38,1470100
18629,58,22,High School,Pune,1339,46,2,Yes,2.54,1898800
18630,21,0,Bachelor,Hyderabad,2762,38,4,No,4.58,787900
18631,60,22,Master,Delhi,4867,53,7,Yes,2.22,2349500
18632,41,12,Master,Coimbatore,894,44,3,No,4.44,1623800
18633,50,14,Bachelor,Mumbai,2926,49,3,No,2.09,1625000
18634,43,16,Master,Chennai,183,53,3,Yes,4.15,1916000
18635,22,1,Master,Pune,2151,53,10,Yes,4.08,1121900
18636,55,22,Master,Delhi,2535,48,4,Yes,4.73,2381000
18637,24,1,Diploma,Bangalore,1979,41,6,No,3.18,737000
18638,28,4,Bachelor,Delhi,3575,37,5,Yes,4.89,1169300
18639,37,10,Master,Bangalore,2333,33,1,No,4.08,1464500
18640,47,14,Bachelor,Delhi,2372,49,3,No,4.43,1776300
18641,40,16,Master,Delhi,1305,38,5,Yes,2.47,1660000
18642,55,16,Master,Hyderabad,3020,38,6,Yes,2.32,1983100
18643,23,2,Bachelor,Chennai,4017,43,7,No,3.63,1098500
18644,43,7,Bachelor,Kochi,4360,52,0,Yes,3.81,1263800
18645,42,11,Bachelor,Chennai,2811,34,1,No,3.38,1391000
18646,32,4,Master,Bangalore,1469,47,0,Yes,4.12,1021600
18647,37,12,Bachelor,Chennai,688,60,9,Yes,2.21,1521000
18648,51,18,Bachelor,Bangalore,2533,35,1,No,3.26,1792400
18649,40,12,Bachelor,Coimbatore,4821,44,4,No,4.09,1599900
18650,42,14,Master,Kochi,1306,46,0,No,4.92,1763600
18651,52,16,Bachelor,Kochi,3832,53,7,Yes,4.13,1992900
18652,44,13,Bachelor,Pune,1728,30,8,No,4.59,1665200
18653,21,0,Bachelor,Chennai,2189,47,10,No,3.59,883900
18654,42,10,Bachelor,Delhi,1903,49,0,No,3.19,1256600
18655,44,10,Diploma,Hyderabad,247,42,8,Yes,2.22,1244500
18656,49,17,Diploma,Chennai,1824,31,6,Yes,3.76,1702000
18657,50,15,Master,Mumbai,1518,40,0,No,2.05,1590700
18658,39,11,Master,Delhi,2687,35,4,No,3.05,1501300
18659,53,21,Master,Delhi,2008,38,9,Yes,2.29,2145300
18660,28,0,Diploma,Delhi,471,45,5,Yes,3.41,632200
18661,23,2,Diploma,Chennai,1219,57,0,No,2.4,658800
18662,22,1,Master,Mumbai,3600,49,7,No,4.13,1016400
18663,29,6,Master,Mumbai,419,55,0,Yes,2.6,1014900
18664,28,4,Master,Hyderabad,4190,41,0,No,4.96,1165900
18665,22,1,Bachelor,Chennai,1992,42,3,No,3.26,703000
18666,22,0,Diploma,Coimbatore,2995,45,6,No,4.28,827400
18667,31,5,Master,Coimbatore,4983,44,7,Yes,3.13,1234700
18668,32,8,Bachelor,Mumbai,3210,51,5,Yes,2.48,1272300
18669,33,8,High School,Delhi,2829,39,5,No,3.27,1167100
18670,45,15,Master,Bangalore,4162,45,6,Yes,4.47,2008100
18671,34,5,Master,Delhi,4338,56,5,No,4.53,1347700
18672,48,12,Bachelor,Coimbatore,1011,51,7,Yes,2.89,1480200
18673,24,1,Bachelor,Mumbai,325,38,1,No,4.69,739900
18674,23,0,Diploma,Delhi,3492,33,1,No,3.01,513800
18675,29,2,Master,Bangalore,3478,58,9,Yes,3.59,1041400
18676,38,15,Bachelor,Bangalore,3013,47,5,No,4.68,1862500
18677,59,14,Diploma,Kochi,2619,57,0,Yes,4.73,1619000
18678,30,0,Bachelor,Coimbatore,1696,51,7,Yes,4.58,886000
18679,37,10,Master,Hyderabad,3017,37,10,Yes,3.42,1561600
18680,44,14,Master,Mumbai,4327,41,7,Yes,4.2,1866900
18681,33,8,Bachelor,Pune,2774,44,8,Yes,4.08,1418100
18682,21,0,Bachelor,Bangalore,2828,59,10,No,2.53,786700
18683,44,11,Master,Pune,4126,31,10,No,3.36,1726300
18684,56,17,Bachelor,Coimbatore,3651,46,0,Yes,2.59,1665400
18685,44,12,Diploma,Bangalore,4931,41,10,No,3.7,1586300
18686,54,23,Master,Chennai,4701,43,4,No,3.0,2347500
18687,53,22,Master,Kochi,1518,49,2,Yes,4.78,2301400
18688,34,5,Bachelor,Kochi,3502,35,7,Yes,2.7,993700
18689,27,0,Master,Delhi,3114,49,3,No,4.27,1086100
18690,58,19,Bachelor,Mumbai,3081,41,7,Yes,3.54,1935100
18691,40,12,High School,Pune,4107,50,5,Yes,3.35,1476500
18692,48,15,Master,Delhi,2934,36,0,Yes,3.54,1768600
18693,44,15,High School,Hyderabad,2874,49,5,No,3.63,1753300
18694,39,11,Master,Pune,4601,46,8,Yes,2.11,1449700
18695,41,8,High School,Bangalore,2413,33,8,Yes,3.2,1125000
18696,24,0,Diploma,Kochi,2804,31,5,No,2.08,542300
18697,21,0,Bachelor,Delhi,4220,50,7,Yes,2.88,725200
18698,53,20,Master,Delhi,2845,33,10,No,4.89,2396500
18699,55,25,Bachelor,Coimbatore,1161,55,6,Yes,4.07,2518100
18700,50,15,Master,Delhi,3542,55,2,No,2.61,1862200
18701,43,17,Bachelor,Bangalore,447,50,7,No,3.45,1784800
18702,46,13,Bachelor,Pune,4725,40,2,No,2.39,1454500
18703,52,21,Bachelor,Delhi,2165,51,3,No,2.03,1957800
18704,59,22,Master,Chennai,2467,48,8,No,2.89,2370000
18705,41,15,Master,Chennai,3676,35,0,No,4.63,1837400
18706,38,16,Bachelor,Hyderabad,3449,31,7,No,3.3,1800900
18707,57,22,High School,Delhi,1441,47,0,No,3.23,1992000
18708,41,12,Master,Bangalore,3845,47,4,Yes,4.73,1716100
18709,58,19,Diploma,Mumbai,3465,38,4,No,3.55,1901500
18710,32,0,Bachelor,Delhi,3305,44,3,No,4.43,825500
18711,36,11,Bachelor,Coimbatore,3095,60,3,Yes,4.06,1544400
18712,38,5,Bachelor,Mumbai,3203,52,9,Yes,4.52,1365800
18713,37,13,Master,Kochi,4231,32,2,No,4.66,1740400
18714,21,0,Bachelor,Chennai,1087,39,10,No,4.22,970600
18715,56,20,Master,Hyderabad,2715,42,8,Yes,3.11,2197300
18716,44,12,Diploma,Pune,1683,53,1,Yes,4.11,1472600
18717,37,5,Bachelor,Coimbatore,3778,46,10,No,4.02,1268100
18718,44,11,Diploma,Delhi,1369,41,5,Yes,3.4,1302100
18719,40,8,Diploma,Kochi,1578,59,3,No,4.94,1256500
18720,42,14,PhD,Kochi,2533,49,9,Yes,4.88,2047500
18721,44,15,Master,Chennai,4190,47,1,No,4.83,1865700
18722,46,19,Diploma,Coimbatore,4524,49,2,Yes,2.56,1808000
18723,41,9,PhD,Coimbatore,2136,46,5,Yes,4.76,1648500
18724,23,0,Bachelor,Chennai,3253,30,0,Yes,4.26,621200
18725,21,0,Bachelor,Kochi,3015,37,10,Yes,3.12,743300
18726,49,15,Bachelor,Hyderabad,1052,39,9,Yes,2.53,1675200
18727,51,19,Bachelor,Hyderabad,4839,52,2,No,2.29,1903000
18728,33,5,Master,Mumbai,1888,39,2,Yes,3.61,1075300
18729,23,2,Bachelor,Mumbai,2860,31,3,Yes,3.41,793900
18730,42,12,Bachelor,Pune,1774,48,9,Yes,2.81,1616100
18731,31,2,Master,Kochi,591,30,6,Yes,2.12,718800
18732,22,1,Bachelor,Delhi,2465,50,5,No,3.39,845200
18733,45,11,Bachelor,Pune,3266,46,10,No,2.05,1498200
18734,41,15,Diploma,Mumbai,3004,50,2,Yes,3.39,1669200
18735,25,2,Bachelor,Mumbai,3534,52,9,No,2.05,985400
18736,46,16,Bachelor,Delhi,3597,38,6,Yes,2.7,1799800
18737,23,0,Bachelor,Coimbatore,4938,49,1,No,2.79,655500
18738,37,8,Bachelor,Hyderabad,1965,57,2,Yes,3.47,1290000
18739,57,17,High School,Bangalore,1093,50,5,No,3.1,1674400
18740,33,6,Bachelor,Delhi,1082,32,6,No,4.52,1180500
18741,31,6,High School,Pune,2794,51,3,No,3.78,1065700
18742,27,1,Bachelor,Kochi,3639,59,2,Yes,2.99,758200
18743,39,14,Bachelor,Chennai,4009,45,7,No,3.24,1750700
18744,60,23,Bachelor,Hyderabad,2055,45,5,No,4.32,2345200
18745,26,3,High School,Pune,2203,53,2,Yes,4.47,893200
18746,52,24,Master,Pune,1298,35,9,Yes,2.54,2373200
18747,48,17,Bachelor,Delhi,1143,30,0,Yes,3.08,1655100
18748,58,29,Bachelor,Mumbai,3808,46,6,Yes,2.75,2653800
18749,23,2,Bachelor,Hyderabad,2724,47,1,Yes,3.8,923800
18750,60,22,Bachelor,Chennai,570,38,10,Yes,4.14,2216400
18751,30,3,Master,Pune,2727,35,7,No,2.6,982100
18752,38,2,High School,Kochi,4526,60,5,No,3.57,922200
18753,37,13,Bachelor,Bangalore,3307,32,9,No,3.54,1608500
18754,24,3,Master,Pune,3309,57,2,No,4.64,1224000
18755,28,1,Bachelor,Coimbatore,3326,40,1,No,2.33,629700
18756,44,16,Bachelor,Delhi,1414,41,9,Yes,3.92,1941800
18757,49,18,PhD,Kochi,689,33,8,Yes,5.0,2206800
18758,49,16,Bachelor,Coimbatore,2936,44,2,Yes,4.45,1877900
18759,29,8,Bachelor,Hyderabad,1564,53,3,No,2.86,1242300
18760,38,9,Bachelor,Chennai,538,40,4,Yes,3.8,1234500
18761,23,1,Diploma,Hyderabad,212,39,5,Yes,3.42,586600
18762,31,10,Bachelor,Kochi,4529,40,5,Yes,4.04,1379800
18763,59,21,Master,Chennai,4716,34,0,Yes,3.81,2108400
18764,52,22,Bachelor,Bangalore,4154,60,7,No,2.54,2172700
18765,39,11,Diploma,Delhi,2152,36,1,No,2.12,1098700
18766,55,23,Diploma,Coimbatore,1236,53,1,Yes,4.87,2154100
18767,38,13,Master,Delhi,2637,56,0,No,3.94,1704000
18768,40,17,Master,Hyderabad,461,36,0,No,4.42,1908900
18769,46,15,Bachelor,Pune,1463,56,9,Yes,3.28,1801400
18770,59,18,Diploma,Kochi,30,51,9,No,4.43,2054400
18771,26,1,High School,Hyderabad,2916,40,1,No,4.95,855300
18772,25,0,Master,Pune,4650,43,4,Yes,2.41,818300
18773,42,15,Bachelor,Bangalore,2929,38,3,Yes,2.2,1590100
18774,46,14,Diploma,Hyderabad,2662,45,10,No,3.21,1796000
18775,32,6,Master,Kochi,432,59,10,No,3.84,1329600
18776,51,15,Bachelor,Hyderabad,126,51,0,No,4.03,1605100
18777,24,0,Bachelor,Mumbai,1887,58,5,Yes,4.76,899900
18778,24,1,Diploma,Coimbatore,4391,38,3,No,2.28,498400
18779,57,24,Bachelor,Pune,2425,56,5,Yes,3.16,2404000
18780,45,17,Bachelor,Delhi,3091,43,9,Yes,3.79,2016600
18781,51,15,Diploma,Mumbai,4400,41,9,No,4.63,1884500
18782,25,4,Diploma,Pune,2311,40,8,No,4.31,1007900
18783,42,10,Bachelor,Delhi,3126,50,4,Yes,2.35,1351600
18784,39,16,Bachelor,Kochi,3396,35,9,Yes,2.87,1754200
18785,51,14,Master,Chennai,4183,57,10,Yes,3.42,1940300
18786,60,26,Bachelor,Bangalore,2501,49,10,No,2.22,2425600
18787,26,3,Master,Chennai,2819,49,9,No,3.35,1136800
18788,38,8,Bachelor,Delhi,782,44,10,Yes,2.75,1286600
18789,27,0,High School,Pune,2524,38,0,Yes,3.22,518000
18790,33,11,High School,Bangalore,2779,57,7,Yes,3.14,1503900
18791,28,0,Diploma,Pune,4205,44,7,No,4.33,799100
18792,60,20,PhD,Chennai,2100,34,4,Yes,3.7,2247700
18793,32,11,Master,Delhi,4053,57,8,Yes,2.31,1517700
18794,37,7,Bachelor,Hyderabad,3749,50,3,Yes,2.21,1115200
18795,60,25,Diploma,Delhi,940,41,0,Yes,3.51,2133400
18796,56,19,Master,Chennai,2309,45,2,No,4.38,2127900
18797,48,20,Diploma,Bangalore,551,54,6,Yes,2.47,1818900
18798,48,13,Bachelor,Coimbatore,68,35,4,No,4.22,1551700
18799,30,7,Bachelor,Mumbai,129,48,7,Yes,2.37,1023400
18800,38,8,Master,Bangalore,128,39,3,Yes,2.21,1106100
18801,59,27,Master,Coimbatore,2591,53,5,Yes,3.94,2663700
18802,25,1,Diploma,Kochi,1610,36,9,No,4.99,812100
18803,34,7,Master,Delhi,4391,60,9,Yes,4.07,1513300
18804,28,3,Bachelor,Pune,2814,32,5,Yes,3.91,955200
18805,37,13,Master,Chennai,756,45,1,No,3.85,1649600
18806,60,27,Master,Coimbatore,680,42,6,No,4.26,2641700
18807,55,19,Bachelor,Delhi,959,52,0,No,2.03,1780400
18808,25,0,Diploma,Coimbatore,3599,46,8,Yes,3.2,742300
18809,51,13,Bachelor,Bangalore,3955,35,9,Yes,3.42,1587400
18810,26,5,Bachelor,Coimbatore,4849,35,0,Yes,3.77,1048600
18811,29,3,Bachelor,Delhi,4078,46,2,Yes,2.54,910900
18812,49,17,Diploma,Bangalore,1216,38,10,Yes,2.56,1731900
18813,42,13,High School,Delhi,4318,46,2,No,2.48,1435900
18814,25,0,Master,Bangalore,2498,30,0,Yes,3.77,682900
18815,38,6,Diploma,Hyderabad,1977,47,7,Yes,3.96,1164500
18816,55,24,Diploma,Hyderabad,1495,40,7,Yes,2.62,2160500
18817,35,11,Bachelor,Bangalore,336,56,6,Yes,2.84,1423300
18818,45,14,Bachelor,Coimbatore,4085,36,4,No,3.55,1677800
18819,52,13,Bachelor,Delhi,1946,57,4,No,4.56,1826900
18820,22,0,Master,Bangalore,3660,41,10,Yes,2.2,934300
18821,23,0,Master,Chennai,2350,51,3,No,3.59,873000
18822,21,0,Master,Delhi,4965,51,0,No,3.7,900600
18823,42,14,Bachelor,Coimbatore,2778,57,9,Yes,4.14,1866500
18824,49,15,Diploma,Hyderabad,4171,37,1,Yes,2.42,1384500
18825,21,0,Master,Chennai,1494,43,1,Yes,4.21,775300
18826,23,2,Bachelor,Coimbatore,2830,40,4,No,3.59,928400
18827,57,17,Bachelor,Bangalore,1396,33,8,No,4.93,2022000
18828,36,8,Diploma,Bangalore,1688,47,4,No,4.37,1233300
18829,44,14,Bachelor,Chennai,2493,31,7,No,4.78,1750600
18830,37,12,Bachelor,Bangalore,1454,40,6,No,4.73,1580600
18831,41,12,High School,Coimbatore,1262,42,3,No,4.12,1416300
18832,52,23,Master,Hyderabad,777,57,10,No,2.12,2331900
18833,33,12,Diploma,Hyderabad,4208,58,1,Yes,3.19,1475800
18834,31,6,Bachelor,Delhi,4508,53,3,No,3.5,1253500
18835,58,22,Bachelor,Bangalore,322,49,4,Yes,2.38,2127400
18836,35,10,Master,Pune,3705,34,9,No,2.21,1431300
18837,50,16,Master,Coimbatore,4905,54,5,No,2.14,1939300
18838,26,5,Master,Bangalore,3113,53,1,Yes,3.92,1159400
18839,46,19,Bachelor,Mumbai,1307,54,0,Yes,3.3,1852000
18840,38,9,Diploma,Mumbai,1302,46,10,No,3.57,1416900
18841,54,18,Bachelor,Pune,3525,59,3,Yes,2.16,1891200
18842,23,2,PhD,Chennai,876,53,10,Yes,3.42,1149000
18843,31,8,Bachelor,Pune,2806,41,2,No,4.34,1340700
18844,48,17,Bachelor,Chennai,3430,41,10,Yes,3.95,2041600
18845,43,14,Bachelor,Chennai,3813,53,0,No,4.55,1776000
18846,42,15,Master,Kochi,3888,34,6,Yes,3.64,1879500
18847,33,8,Master,Kochi,3284,32,9,No,3.36,1337400
18848,55,19,Bachelor,Kochi,4688,49,4,No,2.71,2062200
18849,49,21,Master,Chennai,825,56,8,Yes,4.01,2406800
18850,25,4,Bachelor,Hyderabad,472,44,10,Yes,3.35,1041800
18851,42,4,Diploma,Bangalore,706,49,1,No,3.19,822400
18852,28,7,Diploma,Pune,2578,45,6,No,4.28,1256100
18853,39,4,Bachelor,Kochi,1343,54,4,No,3.59,1027900
18854,39,11,High School,Coimbatore,2830,41,0,No,2.28,1223600
18855,55,22,High School,Hyderabad,4020,40,9,Yes,4.83,2289400
18856,41,14,High School,Delhi,349,59,2,Yes,4.67,1575400
18857,40,6,Bachelor,Delhi,1218,55,3,Yes,3.4,1052700
18858,23,2,Master,Pune,1864,59,0,Yes,3.51,1030700
18859,54,19,Bachelor,Coimbatore,2623,33,2,Yes,4.52,1948300
18860,47,21,Diploma,Mumbai,4729,49,2,No,2.53,1915400
18861,36,9,Master,Chennai,314,40,8,Yes,4.74,1567900
18862,47,16,High School,Mumbai,2441,37,8,No,4.48,1806200
18863,31,3,Master,Mumbai,4151,48,5,Yes,2.45,980000
18864,52,18,Bachelor,Mumbai,2420,55,0,No,2.52,1813000
18865,32,4,High School,Kochi,4403,49,4,No,2.12,852200
18866,55,20,Bachelor,Pune,2487,48,1,No,2.67,1903900
18867,35,6,Bachelor,Kochi,4320,53,4,No,4.52,1281200
18868,35,10,Bachelor,Delhi,1030,53,7,Yes,2.61,1326700
18869,43,10,Diploma,Mumbai,2775,49,8,No,4.9,1519900
18870,45,11,Master,Mumbai,1135,50,1,No,3.65,1522600
18871,33,6,Master,Chennai,3878,33,10,No,2.5,1219600
18872,21,0,Bachelor,Bangalore,540,57,7,No,2.49,758600
18873,50,19,Master,Pune,4962,50,4,Yes,3.64,2204000
18874,51,19,Bachelor,Hyderabad,201,57,4,No,3.35,2005500
18875,33,9,Bachelor,Pune,278,32,7,No,4.93,1381000
18876,36,10,High School,Coimbatore,1041,49,2,No,4.93,1318600
18877,50,19,High School,Coimbatore,4278,30,8,No,4.4,1977300
18878,27,2,Diploma,Bangalore,3764,39,2,No,3.06,761700
18879,34,5,Bachelor,Chennai,1592,47,6,Yes,3.6,1089400
18880,26,5,Bachelor,Hyderabad,3247,37,2,Yes,2.75,943000
18881,60,22,Bachelor,Coimbatore,1702,41,2,No,4.29,2218400
18882,22,0,Diploma,Mumbai,3246,44,2,No,3.49,639600
18883,55,19,Bachelor,Hyderabad,1797,45,9,No,2.49,2061200
18884,38,7,Bachelor,Kochi,3758,39,10,No,4.93,1426800
18885,45,15,Bachelor,Bangalore,3069,48,9,No,4.07,1995300
18886,47,12,Master,Kochi,4340,36,1,Yes,3.9,1605600
18887,57,22,Bachelor,Hyderabad,3489,50,2,No,3.11,2031000
18888,55,20,Master,Chennai,2435,53,0,No,4.92,2252200
18889,38,7,PhD,Pune,666,57,3,No,3.43,1352900
18890,60,22,Bachelor,Coimbatore,1828,34,8,Yes,2.38,2148600
18891,30,6,Master,Kochi,4180,47,1,Yes,3.03,1147300
18892,31,2,Diploma,Chennai,4146,31,1,No,3.72,757700
18893,33,0,Diploma,Hyderabad,109,33,9,Yes,4.23,644100
18894,53,23,Master,Coimbatore,3906,52,0,No,4.67,2479100
18895,34,6,PhD,Hyderabad,426,43,8,Yes,3.33,1348200
18896,56,18,High School,Coimbatore,968,55,5,No,3.46,1875600
18897,49,18,Bachelor,Hyderabad,3211,39,2,Yes,4.23,1855400
18898,49,21,Master,Hyderabad,1944,60,7,Yes,3.86,2343000
18899,39,14,Master,Hyderabad,2193,48,3,No,3.87,1739000
18900,27,2,Master,Hyderabad,4637,50,6,No,4.67,1248300
18901,54,15,Bachelor,Hyderabad,2667,56,0,Yes,4.23,1739200
18902,53,18,Bachelor,Mumbai,246,40,4,No,3.56,1807300
18903,37,3,Bachelor,Chennai,1489,55,6,Yes,2.7,825700
18904,34,12,Diploma,Bangalore,2010,56,6,Yes,4.69,1646000
18905,39,7,Bachelor,Chennai,2794,45,4,No,3.78,1215200
18906,25,4,Bachelor,Delhi,4526,39,1,Yes,2.74,918800
18907,42,9,Master,Coimbatore,1704,36,2,No,4.02,1464100
18908,38,11,Bachelor,Pune,2853,51,4,No,3.51,1489300
18909,50,15,Master,Mumbai,4023,56,5,No,4.85,2089200
18910,36,8,Bachelor,Bangalore,4434,35,1,No,4.34,1322900
18911,29,5,Master,Hyderabad,451,59,8,Yes,4.32,1315700
18912,47,11,Master,Pune,3601,48,4,Yes,2.78,1494100
18913,48,18,Master,Hyderabad,3830,39,7,No,3.12,2001700
18914,30,5,Bachelor,Bangalore,3551,31,8,No,3.11,1061400
18915,33,12,Bachelor,Kochi,1017,46,8,Yes,2.72,1483300
18916,49,18,Master,Kochi,4410,60,0,Yes,3.27,2012800
18917,50,16,Master,Chennai,221,53,5,No,3.06,1828000
18918,57,24,Master,Delhi,4081,36,1,Yes,4.9,2409500
18919,48,19,Bachelor,Kochi,4242,54,1,Yes,2.44,1913900
18920,51,21,Bachelor,Hyderabad,3735,35,3,Yes,4.59,2174100
18921,24,3,High School,Coimbatore,4213,59,6,No,2.69,921300
18922,36,9,Master,Coimbatore,3010,44,1,No,4.77,1499300
18923,26,4,Bachelor,Mumbai,1268,51,1,No,2.43,809800
18924,33,12,PhD,Coimbatore,1758,37,8,Yes,2.07,1656000
18925,31,10,Bachelor,Kochi,2576,53,0,No,2.79,1267600
18926,56,21,Bachelor,Bangalore,4360,37,5,Yes,2.52,1984000
18927,28,3,Diploma,Kochi,4293,35,1,Yes,4.96,894600
18928,58,21,Diploma,Hyderabad,3709,55,0,Yes,4.56,2213500
18929,58,28,High School,Kochi,4392,35,1,Yes,4.62,2501500
18930,50,15,High School,Mumbai,3570,41,8,No,3.39,1695000
18931,52,22,Bachelor,Hyderabad,4945,54,10,No,3.47,2335200
18932,60,22,Diploma,Coimbatore,2993,30,3,Yes,3.73,2006900
18933,57,21,PhD,Bangalore,3181,54,0,Yes,4.86,2391300
18934,31,4,Diploma,Pune,989,54,5,No,3.86,927300
18935,42,12,Master,Coimbatore,3608,51,3,Yes,3.98,1643800
18936,36,9,Bachelor,Mumbai,4808,57,3,Yes,4.0,1404200
18937,59,21,PhD,Coimbatore,4977,46,3,Yes,4.99,2436900
18938,35,7,Master,Coimbatore,3210,47,5,Yes,2.89,1359900
18939,23,2,High School,Delhi,2166,32,5,No,2.91,713600
18940,53,18,Diploma,Mumbai,4871,30,2,No,4.44,1765900
18941,56,24,Master,Hyderabad,1833,43,7,Yes,2.85,2411900
18942,28,0,Master,Bangalore,4928,35,0,Yes,4.53,785800
18943,50,15,Bachelor,Kochi,2709,49,10,No,4.76,1964700
18944,36,2,Master,Pune,2679,55,8,Yes,4.15,1118800
18945,24,2,Diploma,Hyderabad,2317,39,7,Yes,4.44,872100
18946,44,14,Bachelor,Delhi,3140,34,3,Yes,4.72,1562300
18947,24,3,PhD,Kochi,1895,60,10,Yes,3.68,1285900
18948,54,24,Diploma,Mumbai,4271,58,5,Yes,3.22,2286100
18949,59,21,Master,Coimbatore,4505,54,5,No,3.27,2299800
18950,46,16,Diploma,Pune,3883,47,6,Yes,2.49,1618500
18951,40,8,Bachelor,Mumbai,4928,59,3,No,4.24,1346600
18952,43,10,Diploma,Hyderabad,2525,56,3,Yes,4.88,1464000
18953,31,8,Master,Chennai,3335,36,4,No,4.11,1374100
18954,26,3,Master,Bangalore,2525,34,7,Yes,4.91,1205900
18955,31,2,Bachelor,Coimbatore,2915,50,0,Yes,4.57,943500
18956,51,16,Bachelor,Bangalore,4289,45,9,Yes,2.63,1808800
18957,45,21,High School,Kochi,186,42,0,Yes,4.69,1867000
18958,45,16,Bachelor,Coimbatore,952,60,9,No,2.01,1741300
18959,29,4,Bachelor,Pune,892,48,7,Yes,2.2,873900
18960,59,23,PhD,Pune,2621,41,2,Yes,2.67,2295200
18961,47,16,Master,Coimbatore,571,48,1,No,2.33,1771000
18962,49,16,Bachelor,Coimbatore,282,51,2,Yes,2.87,1658600
18963,42,7,Master,Mumbai,3214,40,1,No,3.85,1228900
18964,23,0,Bachelor,Delhi,551,35,8,Yes,2.55,595600
18965,23,2,Master,Coimbatore,1644,50,10,Yes,4.13,1068500
18966,56,23,Bachelor,Coimbatore,3535,39,5,Yes,4.85,2345500
18967,47,16,Bachelor,Coimbatore,3366,36,4,No,2.35,1658200
18968,59,21,Bachelor,Bangalore,4911,39,6,Yes,2.66,2058600
18969,35,9,Diploma,Mumbai,3075,54,3,Yes,4.74,1305100
18970,31,0,Diploma,Bangalore,458,32,1,Yes,3.28,536400
18971,57,27,Bachelor,Mumbai,4022,44,4,No,3.51,2473000
18972,35,5,Bachelor,Bangalore,2114,45,1,No,3.0,999800
18973,32,6,High School,Bangalore,3040,49,5,No,2.66,953100
18974,23,0,Bachelor,Bangalore,3048,34,1,Yes,3.22,624700
18975,45,15,Master,Bangalore,3490,40,8,Yes,4.33,2017600
18976,29,5,Bachelor,Delhi,1191,54,4,Yes,4.97,1129900
18977,47,16,Diploma,Kochi,1012,58,4,Yes,3.95,1758000
18978,37,10,Bachelor,Chennai,4414,38,7,Yes,3.85,1493300
18979,39,7,Master,Mumbai,4687,35,2,Yes,2.29,1115600
18980,59,18,Diploma,Bangalore,3533,44,6,No,4.04,1955000
18981,36,11,PhD,Kochi,2731,54,8,Yes,2.58,1759200
18982,57,23,Bachelor,Kochi,1613,36,8,No,4.07,2357100
18983,41,13,Bachelor,Pune,1357,38,8,No,4.25,1652300
18984,25,0,Diploma,Pune,4094,52,0,Yes,4.36,761200
18985,21,0,Bachelor,Delhi,4003,42,4,Yes,2.51,687800
18986,36,2,Bachelor,Chennai,3069,34,3,No,2.56,759000
18987,23,2,Bachelor,Coimbatore,1341,52,4,No,4.39,977700
18988,29,1,Bachelor,Hyderabad,2873,47,4,Yes,3.37,778200
18989,52,16,Bachelor,Chennai,4990,43,9,Yes,3.53,1872800
18990,45,16,PhD,Hyderabad,2616,34,9,No,3.48,2087100
18991,46,18,Bachelor,Bangalore,779,47,9,No,2.94,2024300
18992,58,24,Bachelor,Bangalore,3506,60,0,Yes,3.39,2356500
18993,44,19,Bachelor,Delhi,3602,53,5,No,2.9,2021300
18994,42,11,Bachelor,Mumbai,1384,43,6,Yes,4.34,1589400
18995,21,0,Bachelor,Kochi,1433,51,10,Yes,2.98,804200
18996,31,4,High School,Mumbai,3503,54,0,No,4.55,965800
18997,42,13,Master,Chennai,4633,38,1,No,4.04,1692700
18998,49,22,Master,Bangalore,1599,49,9,No,3.42,2359200
18999,51,21,High School,Delhi,2375,52,5,No,2.49,1942100
19000,54,23,Master,Kochi,2514,51,10,Yes,2.65,2352500
19001,34,12,Diploma,Chennai,1640,39,3,Yes,4.44,1434100
19002,41,12,Master,Coimbatore,859,49,5,No,3.35,1631300
19003,33,5,High School,Delhi,1384,59,9,Yes,4.17,1092800
19004,60,20,Bachelor,Mumbai,2451,59,5,Yes,2.16,1992600
19005,56,19,Bachelor,Hyderabad,747,44,3,No,2.06,1911300
19006,33,8,PhD,Mumbai,2866,59,4,Yes,3.29,1621200
